accession,start,end,cds_product
MH256128.1,12489,13487,Error: 'ExactPosition' object has no attribute 'position'
MH256133.1,12515,13513,Error: 'ExactPosition' object has no attribute 'position'
MH256129.1,12528,13526,Error: 'ExactPosition' object has no attribute 'position'
MH256136.1,12542,13540,Error: 'ExactPosition' object has no attribute 'position'
MH256135.1,12521,13519,Error: 'ExactPosition' object has no attribute 'position'
MH256130.1,12551,13549,Error: 'ExactPosition' object has no attribute 'position'
MH256127.1,12804,13802,Error: 'ExactPosition' object has no attribute 'position'
MK606435.1,15457,16455,Error: 'ExactPosition' object has no attribute 'position'
CP035260.1,323169,324167,Error: 'ExactPosition' object has no attribute 'position'
CP137099.1,1385015,1386013,No matching CDS
CR931699.1,15137,16135,Error: 'ExactPosition' object has no attribute 'position'
AJ131984.1,14325,15323,No matching CDS
KY311871.1,2724,3722,Error: 'ExactPosition' object has no attribute 'position'
CR931651.1,13173,14171,Error: 'ExactPosition' object has no attribute 'position'
CR931652.1,13266,14264,Error: 'ExactPosition' object has no attribute 'position'
OR509589.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509588.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509587.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509586.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509585.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509584.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509583.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509582.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509581.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509580.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509579.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509577.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509576.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509575.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509574.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509573.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509572.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509571.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509570.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
OR509578.1,17611,18609,Error: 'ExactPosition' object has no attribute 'position'
CR931667.1,14631,15629,Error: 'ExactPosition' object has no attribute 'position'
CR931721.1,12394,13392,Error: 'ExactPosition' object has no attribute 'position'
KX021817.1,13108,14106,Error: 'ExactPosition' object has no attribute 'position'
CR931705.1,13867,14865,Error: 'ExactPosition' object has no attribute 'position'
AP025939.1,308403,309401,Error: 'ExactPosition' object has no attribute 'position'
AP028602.1,309452,310450,Error: 'ExactPosition' object has no attribute 'position'
LR216049.1,382196,383194,Error: 'ExactPosition' object has no attribute 'position'
CP082820.1,308504,309502,Error: 'ExactPosition' object has no attribute 'position'
KY009533.1,15073,15762,Error: 'BeforePosition' object has no attribute 'position'
KY009533.1,14765,15079,Error: 'ExactPosition' object has no attribute 'position'
KY084476.1,12693,13691,Error: 'ExactPosition' object has no attribute 'position'
CR931707.1,12658,13656,Error: 'ExactPosition' object has no attribute 'position'
CP035242.1,1945323,1944325,Error: 'ExactPosition' object has no attribute 'position'
CP035243.1,363987,364985,Error: 'ExactPosition' object has no attribute 'position'
CR931709.1,14029,14934,Error: 'ExactPosition' object has no attribute 'position'
CR931709.1,14928,15011,Error: 'BeforePosition' object has no attribute 'position'
KX840353.1,14871,15650,No matching CDS
KX840353.1,13473,13538,No matching CDS
AP025938.1,342232,343137,Error: 'ExactPosition' object has no attribute 'position'
AP025938.1,343134,343214,Error: 'BeforePosition' object has no attribute 'position'
AP025937.1,308881,309723,Error: 'BeforePosition' object has no attribute 'position'
AP025937.1,308724,308885,Error: 'ExactPosition' object has no attribute 'position'
AP025936.1,309580,310422,Error: 'BeforePosition' object has no attribute 'position'
AP025936.1,309423,309584,Error: 'ExactPosition' object has no attribute 'position'
AP025940.1,342385,343233,Error: 'BeforePosition' object has no attribute 'position'
AP025940.1,342236,342394,Error: 'ExactPosition' object has no attribute 'position'
MK606434.1,14053,14724,Error: 'ExactPosition' object has no attribute 'position'
MK606434.1,13731,14054,Error: 'ExactPosition' object has no attribute 'position'
MK606435.1,14040,15455,Error: 'ExactPosition' object has no attribute 'position'
MH256136.1,11125,12540,Error: 'ExactPosition' object has no attribute 'position'
MH256135.1,11104,12519,Error: 'ExactPosition' object has no attribute 'position'
MH256134.1,11118,12533,Error: 'ExactPosition' object has no attribute 'position'
MH256133.1,11098,12513,Error: 'ExactPosition' object has no attribute 'position'
MH256132.1,11086,12501,Error: 'ExactPosition' object has no attribute 'position'
MH256131.1,11099,12514,Error: 'ExactPosition' object has no attribute 'position'
MH256130.1,11134,12549,Error: 'ExactPosition' object has no attribute 'position'
MH256129.1,11111,12526,Error: 'ExactPosition' object has no attribute 'position'
MH256128.1,11072,12487,Error: 'ExactPosition' object has no attribute 'position'
MH256127.1,11387,12802,Error: 'ExactPosition' object has no attribute 'position'
MG209121.1,12213,13628,Error: 'ExactPosition' object has no attribute 'position'
KX840355.1,12056,13471,Error: 'ExactPosition' object has no attribute 'position'
KX840354.1,12062,13477,Error: 'ExactPosition' object has no attribute 'position'
KX840353.1,12056,13471,Error: 'ExactPosition' object has no attribute 'position'
KX840352.1,12062,13477,Error: 'ExactPosition' object has no attribute 'position'
KU985236.1,12057,13472,Error: 'ExactPosition' object has no attribute 'position'
KU985235.1,12062,13477,Error: 'ExactPosition' object has no attribute 'position'
KU985234.1,12012,13427,Error: 'ExactPosition' object has no attribute 'position'
KU985233.1,12063,13478,Error: 'ExactPosition' object has no attribute 'position'
CP137099.1,1383598,1385013,No matching CDS
CP035261.1,364572,365987,Error: 'ExactPosition' object has no attribute 'position'
CP035260.1,321752,323167,Error: 'ExactPosition' object has no attribute 'position'
CR931709.1,12612,14027,Error: 'ExactPosition' object has no attribute 'position'
CR931702.1,12213,13628,Error: 'ExactPosition' object has no attribute 'position'
CR931698.1,12213,13628,Error: 'ExactPosition' object has no attribute 'position'
AJ006986.1,12541,13956,Error: 'ExactPosition' object has no attribute 'position'
AJ131984.1,12908,14323,Error: 'ExactPosition' object has no attribute 'position'
CR931651.1,11756,13171,Error: 'ExactPosition' object has no attribute 'position'
LR216039.1,382937,384346,Error: 'ExactPosition' object has no attribute 'position'
CR931703.1,11765,13174,Error: 'ExactPosition' object has no attribute 'position'
HE651321.1,13653,15062,Error: 'ExactPosition' object has no attribute 'position'
CR931652.1,11849,13264,Error: 'ExactPosition' object has no attribute 'position'
CR931699.1,13720,15135,Error: 'ExactPosition' object has no attribute 'position'
LR216048.1,350779,352188,Error: 'ExactPosition' object has no attribute 'position'
AP026927.1,330814,332223,Error: 'ExactPosition' object has no attribute 'position'
CR931650.1,12772,14181,Error: 'ExactPosition' object has no attribute 'position'
OR509589.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509588.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509587.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509586.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509585.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509584.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509583.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509582.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509581.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509580.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509579.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509578.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509577.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509576.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509575.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509574.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509573.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509572.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509571.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
OR509570.1,16194,17609,Error: 'ExactPosition' object has no attribute 'position'
CP137111.1,741240,739831,No matching CDS
AP028609.1,346503,347912,Error: 'ExactPosition' object has no attribute 'position'
AP026930.1,324053,325462,Error: 'ExactPosition' object has no attribute 'position'
CR931649.1,13078,14487,Error: 'ExactPosition' object has no attribute 'position'
CR931701.1,13688,15103,Error: 'ExactPosition' object has no attribute 'position'
CR931700.1,11849,13258,Error: 'ExactPosition' object has no attribute 'position'
LR216069.1,432512,433927,Error: 'ExactPosition' object has no attribute 'position'
KY009533.1,13348,14763,Error: 'ExactPosition' object has no attribute 'position'
KX470741.1,13903,15318,Error: 'ExactPosition' object has no attribute 'position'
KX470740.1,13903,15318,Error: 'ExactPosition' object has no attribute 'position'
KY084477.1,13857,15272,Error: 'ExactPosition' object has no attribute 'position'
CR931715.1,14523,15938,Error: 'ExactPosition' object has no attribute 'position'
CR931706.1,14654,16069,Error: 'ExactPosition' object has no attribute 'position'
CR931704.1,14328,15743,Error: 'ExactPosition' object has no attribute 'position'
LR216024.1,385129,386541,Error: 'ExactPosition' object has no attribute 'position'
LR536831.1,385585,387000,Error: 'ExactPosition' object has no attribute 'position'
CR931667.1,13214,14629,Error: 'ExactPosition' object has no attribute 'position'
LR216037.1,368646,370061,Error: 'ExactPosition' object has no attribute 'position'
KY084476.1,11276,12691,Error: 'ExactPosition' object has no attribute 'position'
KX096820.1,11280,12695,Error: 'ExactPosition' object has no attribute 'position'
KX021817.1,11691,13106,Error: 'ExactPosition' object has no attribute 'position'
AP028602.1,308035,309450,Error: 'ExactPosition' object has no attribute 'position'
AP025939.1,306986,308401,Error: 'ExactPosition' object has no attribute 'position'
AP025937.1,307307,308722,Error: 'ExactPosition' object has no attribute 'position'
AP025936.1,308006,309421,Error: 'ExactPosition' object has no attribute 'position'
CP082820.1,307087,308502,Error: 'ExactPosition' object has no attribute 'position'
CR931705.1,12450,13865,Error: 'ExactPosition' object has no attribute 'position'
CR931661.1,13820,15235,Error: 'ExactPosition' object has no attribute 'position'
LR216049.1,380779,382194,Error: 'ExactPosition' object has no attribute 'position'
AP025940.1,340819,342234,Error: 'ExactPosition' object has no attribute 'position'
AP025938.1,340815,342230,Error: 'ExactPosition' object has no attribute 'position'
MK606434.1,12314,13729,Error: 'ExactPosition' object has no attribute 'position'
CP137102.1,686433,685018,No matching CDS
JQ653094.1,12750,14165,Error: 'ExactPosition' object has no attribute 'position'
JQ653093.1,12330,13745,Error: 'ExactPosition' object has no attribute 'position'
CR931679.1,13528,14943,Error: 'ExactPosition' object has no attribute 'position'
EU071709.1,3,1355,Error: 'BeforePosition' object has no attribute 'position'
CR931721.1,10977,12392,Error: 'BeforePosition' object has no attribute 'position'
CR931707.1,11241,12656,Error: 'BeforePosition' object has no attribute 'position'
CP035243.1,362570,363985,Error: 'ExactPosition' object has no attribute 'position'
CP035242.1,1946740,1945325,Error: 'ExactPosition' object has no attribute 'position'
CR931680.1,13131,14543,Error: 'BeforePosition' object has no attribute 'position'
CR931694.1,10837,12249,Error: 'ExactPosition' object has no attribute 'position'
CP137101.1,1434785,1435909,No matching CDS
LT594600.1,9734,10858,Error: 'BeforePosition' object has no attribute 'position'
AP028610.1,325791,326915,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,325791,326915,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,324670,325794,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,324833,325957,Error: 'BeforePosition' object has no attribute 'position'
CP035244.1,326024,327148,Error: 'BeforePosition' object has no attribute 'position'
CP035235.1,363044,364168,Error: 'BeforePosition' object has no attribute 'position'
CP035234.1,329274,330398,Error: 'BeforePosition' object has no attribute 'position'
LR536835.1,372473,373597,Error: 'ExactPosition' object has no attribute 'position'
CR931682.1,10776,11900,Error: 'ExactPosition' object has no attribute 'position'
CR931681.1,10776,11900,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,508571,509350,Error: 'BeforePosition' object has no attribute 'position'
CP139825.1,508225,508680,Error: 'ExactPosition' object has no attribute 'position'
CP113266.1,123539,124012,Error: 'BeforePosition' object has no attribute 'position'
LR216028.1,965042,964569,Error: 'BeforePosition' object has no attribute 'position'
CR931716.1,8457,8831,Error: 'BeforePosition' object has no attribute 'position'
CR931720.1,8356,8727,Error: 'BeforePosition' object has no attribute 'position'
CR931649.1,9676,9990,Error: 'BeforePosition' object has no attribute 'position'
AP026930.1,320666,320980,Error: 'BeforePosition' object has no attribute 'position'
CP137111.1,744642,744328,No matching CDS
AP028609.1,343116,343430,Error: 'BeforePosition' object has no attribute 'position'
OR509589.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509588.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509587.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509586.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509585.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509584.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509583.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509582.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509581.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509580.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509579.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509578.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509577.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509576.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509575.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509574.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509573.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509572.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509571.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
OR509570.1,11130,11438,Error: 'BeforePosition' object has no attribute 'position'
CR931651.1,9342,9635,Error: 'BeforePosition' object has no attribute 'position'
CR931711.1,8891,9190,Error: 'BeforePosition' object has no attribute 'position'
CR931700.1,8156,8452,Error: 'BeforePosition' object has no attribute 'position'
CR931701.1,9061,9360,Error: 'BeforePosition' object has no attribute 'position'
CR931699.1,9093,9392,Error: 'BeforePosition' object has no attribute 'position'
CR931652.1,9514,9726,Error: 'BeforePosition' object has no attribute 'position'
CR931650.1,9485,9697,Error: 'BeforePosition' object has no attribute 'position'
LR216024.1,381842,382054,Error: 'BeforePosition' object has no attribute 'position'
HE651321.1,9017,9316,Error: 'BeforePosition' object has no attribute 'position'
CP035234.1,1024331,1025677,Error: 'BeforePosition' object has no attribute 'position'
CP035234.1,1086856,1088202,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,178279,179625,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,231298,232644,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,1034499,1035845,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,1017380,1016034,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,1648294,1649640,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,701707,700361,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,197361,198707,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,905913,904567,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,1344593,1345939,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,138836,137490,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,343872,342526,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,1806378,1805032,Error: 'ExactPosition' object has no attribute 'position'
CP035234.1,1952892,1953344,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,1232735,1234081,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,833951,832605,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,376334,377680,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,410271,411617,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,1793142,1794488,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,1536342,1534996,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,521399,520053,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,1489032,1490378,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,1948271,1946925,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,878127,877348,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,1080043,1079276,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,1079276,1078698,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,877355,876780,Error: 'ExactPosition' object has no attribute 'position'
CP139825.1,26729,27181,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,194022,195368,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,227959,229305,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,1023043,1024389,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,1007632,1006286,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,1637025,1638371,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,692522,691176,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,894427,893081,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,977024,978370,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,1074131,1075477,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,1330453,1331799,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,1908851,1907505,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,192437,193783,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,339199,337853,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,1793339,1792269,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,1793616,1793326,Error: 'ExactPosition' object has no attribute 'position'
CP035244.1,1941839,1942291,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,997996,996650,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,264978,266324,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,1065764,1067110,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,1050353,1049007,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,1686446,1687792,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,738546,737200,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,1381411,1382757,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,231040,232386,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,760208,761554,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,1177201,1178547,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,174223,172877,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,377642,376296,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,1845966,1844620,Error: 'ExactPosition' object has no attribute 'position'
CP035235.1,1993902,1994354,Error: 'ExactPosition' object has no attribute 'position'
CP157351.1,1947114,1948460,Error: 'ExactPosition' object has no attribute 'position'
CP157351.1,124062,125408,Error: 'ExactPosition' object has no attribute 'position'
CP157351.1,642947,644293,Error: 'ExactPosition' object has no attribute 'position'
CP157351.1,173090,172638,Error: 'BeforePosition' object has no attribute 'position'
AP028610.1,226127,227473,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,1608443,1609789,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,693978,692632,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,192190,193536,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,895622,894276,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,1048086,1049432,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,1351724,1350378,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,1304413,1305759,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,338966,337620,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,1763305,1762235,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,315777,314746,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,314764,314432,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,1763582,1763292,Error: 'ExactPosition' object has no attribute 'position'
AP028610.1,1910097,1910549,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,226127,227473,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,1608443,1609789,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,693978,692632,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,192190,193536,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,895622,894276,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,1048086,1049432,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,1351724,1350378,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,1304413,1305759,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,338966,337620,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,1763305,1762235,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,315777,314746,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,314764,314432,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,1763582,1763292,Error: 'ExactPosition' object has no attribute 'position'
AP028605.1,1910097,1910549,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,226050,227396,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,1020089,1021435,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,1039759,1041105,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,1004678,1003332,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,1631353,1632699,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,1329155,1330501,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,691183,689837,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,192113,193459,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,893179,891833,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,1072834,1074180,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,1748349,1747003,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,337845,336499,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,1788023,1786953,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,1788300,1788010,Error: 'ExactPosition' object has no attribute 'position'
AP026917.1,1924699,1925151,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,226775,228121,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,192838,194184,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,899921,898575,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,1357644,1356298,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,1310333,1311679,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,1299253,1300599,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,1614228,1615574,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,496316,497662,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,1052381,1053727,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,807684,809030,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,338008,336662,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,1769190,1768120,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,1769467,1769177,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,695755,694901,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,696249,695677,Error: 'ExactPosition' object has no attribute 'position'
CP038251.1,1915982,1916434,Error: 'ExactPosition' object has no attribute 'position'
AP026920.1,2093066,2091720,Error: 'ExactPosition' object has no attribute 'position'
AP026920.1,912135,913481,Error: 'ExactPosition' object has no attribute 'position'
AP026920.1,1615806,1614460,Error: 'ExactPosition' object has no attribute 'position'
AP026920.1,2044038,2044490,Error: 'ExactPosition' object has no attribute 'position'
CP002176.1,2124483,2123137,Error: 'ExactPosition' object has no attribute 'position'
CP002176.1,1605573,1604227,Error: 'ExactPosition' object has no attribute 'position'
CP002176.1,2075456,2075908,Error: 'ExactPosition' object has no attribute 'position'
LR216057.1,778235,776889,Error: 'ExactPosition' object has no attribute 'position'
LR216057.1,1930663,1931064,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,66718,68064,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,818347,817001,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,657085,655739,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,882167,883513,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,745440,744094,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,1855287,1853941,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,895285,896631,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,1476297,1477643,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,1682004,1683350,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,1837642,1838988,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,797937,796591,Error: 'ExactPosition' object has no attribute 'position'
CP155539.1,166257,165808,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,2104795,2103449,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,1338006,1339352,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,1499268,1500614,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,1274187,1272841,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,1410913,1412259,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,301055,302401,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,1261069,1259723,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,680056,678710,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,474338,472992,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,318700,317354,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,1358416,1359762,Error: 'ExactPosition' object has no attribute 'position'
CP025256.1,2005256,2005705,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,2089896,2088550,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,1338267,1339613,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,1499529,1500875,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,1274447,1273101,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,1411174,1412520,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,301315,302661,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,1261329,1259983,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,680317,678971,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,474598,473252,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,318960,317614,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,1358677,1360023,Error: 'ExactPosition' object has no attribute 'position'
CP089948.1,1990357,1990806,Error: 'ExactPosition' object has no attribute 'position'
CP035239.1,2089887,2088541,Error: 'ExactPosition' object has no attribute 'position'
CP035239.1,1338267,1339613,Error: 'ExactPosition' object has no attribute 'position'
CP035239.1,1499527,1500873,Error: 'ExactPosition' object has no attribute 'position'
CP035239.1,1274447,1273101,Error: 'ExactPosition' object has no attribute 'position'
CP035239.1,1411174,1412520,Error: 'ExactPosition' object has no attribute 'position'
