allele,accession,start,end
gene_OGC1209_group_961,CP137099.1,1379411,1379752
gene_OGC1209_group_961,CP137099.1,1201969,1202295
gene_OGC1209_group_961,CP035260.1,319526,320497
gene_OGC1209_group_961,CP035260.1,1190858,1190169
gene_OGC1209_group_961,CP035260.1,317565,317906
gene_OGC1209_group_961,CP035260.1,139228,139554
gene_OGC1209_group_961,CR931701.1,11374,12333
gene_OGC1209_group_961,CR931701.1,9401,9736
gene_OGC1209_group_961,CR931699.1,11406,12365
gene_OGC1209_group_961,CR931699.1,9433,9768
gene_OGC1209_group_961,CR931711.1,10222,11172
gene_OGC1209_group_961,CR931711.1,9231,9587
gene_OGC1209_group_961,HE651321.1,11330,12289
gene_OGC1209_group_961,HE651321.1,9357,9692
gene_OGC1209_group_961,CR931652.1,10748,11680
gene_OGC1209_group_961,CR931652.1,9852,10148
gene_OGC1209_group_961,CR931651.1,10655,11587
gene_OGC1209_group_961,CR931651.1,9761,10057
gene_OGC1209_group_961,CR931650.1,10823,11767
gene_OGC1209_group_961,CR931650.1,9823,10179
gene_OGC1209_group_961,LR216024.1,383180,384124
gene_OGC1209_group_961,LR216024.1,1308648,1307959
gene_OGC1209_group_961,LR216024.1,382180,382536
gene_OGC1209_group_961,LR216024.1,186001,186327
gene_OGC1209_group_961,CR931649.1,11113,12060
gene_OGC1209_group_961,CR931649.1,10116,10472
gene_OGC1209_group_961,AP026930.1,322103,323050
gene_OGC1209_group_961,AP026930.1,1192756,1192067
gene_OGC1209_group_961,AP026930.1,1546560,1545883
gene_OGC1209_group_961,AP026930.1,1549559,1548912
gene_OGC1209_group_961,AP026930.1,1539614,1539387
gene_OGC1209_group_961,AP026930.1,321106,321462
gene_OGC1209_group_961,AP026930.1,135756,136082
gene_OGC1209_group_961,AP026930.1,1539429,1538947
gene_OGC1209_group_961,CP137111.1,743205,742258
gene_OGC1209_group_961,CP137111.1,1551158,1551814
gene_OGC1209_group_961,CP137111.1,228458,227769
gene_OGC1209_group_961,CP137111.1,1543787,1544434
gene_OGC1209_group_961,CP137111.1,1546786,1547025
gene_OGC1209_group_961,CP137111.1,1554492,1554719
gene_OGC1209_group_961,CP137111.1,744202,743846
gene_OGC1209_group_961,CP137111.1,1554677,1555159
gene_OGC1209_group_961,CP137111.1,924452,924330
gene_OGC1209_group_961,AP028609.1,344553,345500
gene_OGC1209_group_961,AP028609.1,1304120,1303431
gene_OGC1209_group_961,AP028609.1,343556,343912
gene_OGC1209_group_961,AP028609.1,146188,146478
gene_OGC1209_group_961,CR931700.1,9484,10419
gene_OGC1209_group_961,CR931700.1,8496,8912
gene_OGC1209_group_961,OR509589.1,12468,13412
gene_OGC1209_group_961,OR509589.1,11468,11824
gene_OGC1209_group_961,OR509588.1,12468,13412
gene_OGC1209_group_961,OR509588.1,11468,11824
gene_OGC1209_group_961,OR509587.1,12468,13412
gene_OGC1209_group_961,OR509587.1,11468,11824
gene_OGC1209_group_961,OR509586.1,12468,13412
gene_OGC1209_group_961,OR509586.1,11468,11824
gene_OGC1209_group_961,OR509585.1,12468,13412
gene_OGC1209_group_961,OR509585.1,11468,11824
gene_OGC1209_group_961,OR509584.1,12468,13412
gene_OGC1209_group_961,OR509584.1,11468,11824
gene_OGC1209_group_961,OR509583.1,12468,13412
gene_OGC1209_group_961,OR509583.1,11468,11824
gene_OGC1209_group_961,OR509582.1,12468,13412
gene_OGC1209_group_961,OR509582.1,11468,11824
gene_OGC1209_group_961,OR509581.1,12468,13412
gene_OGC1209_group_961,OR509581.1,11468,11824
gene_OGC1209_group_961,OR509580.1,12468,13412
gene_OGC1209_group_961,OR509580.1,11468,11824
gene_OGC1209_group_961,OR509579.1,12468,13412
gene_OGC1209_group_961,OR509579.1,11468,11824
gene_OGC1209_group_961,OR509578.1,12468,13412
gene_OGC1209_group_961,OR509578.1,11468,11824
gene_OGC1209_group_961,OR509577.1,12468,13412
gene_OGC1209_group_961,OR509577.1,11468,11824
gene_OGC1209_group_961,OR509576.1,12468,13412
gene_OGC1209_group_961,OR509576.1,11468,11824
gene_OGC1209_group_961,OR509575.1,12468,13412
gene_OGC1209_group_961,OR509575.1,11468,11824
gene_OGC1209_group_961,OR509574.1,12468,13412
gene_OGC1209_group_961,OR509574.1,11468,11824
gene_OGC1209_group_961,OR509573.1,12468,13412
gene_OGC1209_group_961,OR509573.1,11468,11824
gene_OGC1209_group_961,OR509572.1,12468,13412
gene_OGC1209_group_961,OR509572.1,11468,11824
gene_OGC1209_group_961,OR509571.1,12468,13412
gene_OGC1209_group_961,OR509571.1,11468,11824
gene_OGC1209_group_961,OR509570.1,12468,13412
gene_OGC1209_group_961,OR509570.1,11468,11824
gene_OGC1209_group_961,MK606436.1,11322,12272
gene_OGC1209_group_961,CR931708.1,10482,11432
gene_OGC1209_group_961,OP947499.1,11956,12906
gene_OGC1209_group_961,KY009533.1,7405,8289
gene_OGC1209_group_961,KX470740.1,7960,8844
gene_OGC1209_group_961,KX470741.1,7960,8844
gene_OGC1209_group_961,CR931706.1,8711,9595
gene_OGC1209_group_961,CR931704.1,8373,9257
gene_OGC1209_group_961,KY084477.1,7914,8798
gene_OGC1209_group_961,CR931715.1,8580,9464
gene_OGC1209_group_961,LR216069.1,426569,427453
gene_OGC1209_group_961,LR216069.1,1338783,1338094
gene_OGC1209_group_961,LR216069.1,240700,241026
gene_OGC1209_group_961,CR931661.1,10430,11356
gene_OGC1209_group_961,CR931661.1,11421,11804
gene_OGC1209_group_961,LR216037.1,365256,366182
gene_OGC1209_group_961,LR216037.1,1616294,1615638
gene_OGC1209_group_961,LR216037.1,1259639,1258950
gene_OGC1209_group_961,LR216037.1,1620790,1620113
gene_OGC1209_group_961,LR216037.1,1624972,1624325
gene_OGC1209_group_961,LR216037.1,1614083,1613415
gene_OGC1209_group_961,LR216037.1,366247,366630
gene_OGC1209_group_961,LR216037.1,186160,186282
gene_OGC1209_group_961,LR536831.1,382194,383120
gene_OGC1209_group_961,LR536831.1,890772,891461
gene_OGC1209_group_961,LR536831.1,1627617,1627321
gene_OGC1209_group_961,LR536831.1,1627210,1626971
gene_OGC1209_group_961,LR536831.1,1616265,1615597
gene_OGC1209_group_961,LR536831.1,1623087,1622848
gene_OGC1209_group_961,LR536831.1,383186,383569
gene_OGC1209_group_961,LR536831.1,187850,188176
gene_OGC1209_group_961,CP113267.1,1735730,1734948
gene_OGC1209_group_961,CP113267.1,437357,438013
gene_OGC1209_group_961,CP113267.1,1110563,1109874
gene_OGC1209_group_961,CP113267.1,427579,428226
gene_OGC1209_group_961,CP113267.1,431761,432438
gene_OGC1209_group_961,CP113267.1,440691,440918
gene_OGC1209_group_961,CP113267.1,129451,129777
gene_OGC1209_group_961,CP113267.1,440876,441358
gene_OGC1209_group_961,CR931683.1,8993,9673
gene_OGC1209_group_961,AP026918.1,323703,324383
gene_OGC1209_group_961,AP026918.1,1230847,1230158
gene_OGC1209_group_961,AP026918.1,128068,128358
gene_OGC1209_group_961,CP131706.1,336200,336880
gene_OGC1209_group_961,CP131706.1,1280771,1280082
gene_OGC1209_group_961,CP131706.1,159286,159612
gene_OGC1209_group_961,AP028604.1,394145,394825
gene_OGC1209_group_961,AP028604.1,1293354,1292665
gene_OGC1209_group_961,AP028604.1,198556,198846
gene_OGC1209_group_961,AP028603.1,394145,394825
gene_OGC1209_group_961,AP028603.1,1293391,1292702
gene_OGC1209_group_961,AP028603.1,198556,198846
gene_OGC1209_group_961,AP018044.1,2053300,2053980
gene_OGC1209_group_961,AP018044.1,2240809,2240153
gene_OGC1209_group_961,AP018044.1,1216151,1215495
gene_OGC1209_group_961,AP018044.1,843686,842997
gene_OGC1209_group_961,AP018044.1,2245180,2244461
gene_OGC1209_group_961,AP018044.1,1212817,1212149
gene_OGC1209_group_961,AP018044.1,2237476,2237174
gene_OGC1209_group_961,AP018044.1,1220523,1220284
gene_OGC1209_group_961,AP018044.1,1870563,1870889
gene_OGC1209_group_961,AF057294.1,9716,10396
gene_OGC1209_group_961,CR931685.1,9557,10237
gene_OGC1209_group_961,AF030373.1,10175,10855
gene_OGC1209_group_961,CP016633.2,332666,333346
gene_OGC1209_group_961,CP016633.2,1240612,1239923
gene_OGC1209_group_961,CP016633.2,141532,141858
gene_OGC1209_group_961,LR216022.1,455132,455812
gene_OGC1209_group_961,LR216022.1,1350432,1349743
gene_OGC1209_group_961,LR216022.1,249932,250258
gene_OGC1209_group_961,CP035265.1,337786,338466
gene_OGC1209_group_961,CP035265.1,1225204,1224515
gene_OGC1209_group_961,CP035265.1,133182,133508
gene_OGC1209_group_961,CP016632.2,335012,335692
gene_OGC1209_group_961,CP016632.2,1256390,1255701
gene_OGC1209_group_961,CP016632.2,143286,143612
gene_OGC1209_group_961,CP035264.1,373884,374564
gene_OGC1209_group_961,CP035264.1,1260255,1259566
gene_OGC1209_group_961,CP035264.1,169278,169604
gene_OGC1209_group_961,CP016227.1,349898,350578
gene_OGC1209_group_961,CP016227.1,1256021,1255653
gene_OGC1209_group_961,CP016227.1,1255591,1255307
gene_OGC1209_group_961,CP016227.1,158929,159255
gene_OGC1209_group_961,LR216018.1,413576,414256
gene_OGC1209_group_961,LR216018.1,1311106,1310417
gene_OGC1209_group_961,LR216018.1,1672622,1671975
gene_OGC1209_group_961,LR216018.1,1668449,1667772
gene_OGC1209_group_961,LR216018.1,1660403,1659735
gene_OGC1209_group_961,LR216018.1,240002,240328
gene_OGC1209_group_961,CP131710.1,373462,374142
gene_OGC1209_group_961,CP131710.1,1324001,1323312
gene_OGC1209_group_961,CP131710.1,198141,198467
gene_OGC1209_group_961,LR536833.1,389384,390064
gene_OGC1209_group_961,LR536833.1,1685840,1685184
gene_OGC1209_group_961,LR536833.1,1283255,1282566
gene_OGC1209_group_961,LR536833.1,1694519,1693872
gene_OGC1209_group_961,LR536833.1,1683629,1682961
gene_OGC1209_group_961,LR536833.1,1690337,1690080
gene_OGC1209_group_961,LR536833.1,211395,211721
gene_OGC1209_group_961,LR216040.1,362554,363234
gene_OGC1209_group_961,LR216040.1,1335080,1334391
gene_OGC1209_group_961,LR216040.1,166830,167156
gene_OGC1209_group_961,CP031248.1,1156095,1155415
gene_OGC1209_group_961,CP031248.1,180217,180906
gene_OGC1209_group_961,CP031248.1,1351682,1351356
gene_OGC1209_group_961,CP155532.1,1877780,1877100
gene_OGC1209_group_961,CP155532.1,885957,886646
gene_OGC1209_group_961,CP155532.1,514955,515611
gene_OGC1209_group_961,CP155532.1,506945,507592
gene_OGC1209_group_961,CP155532.1,518289,518957
gene_OGC1209_group_961,CP155532.1,510555,510794
gene_OGC1209_group_961,CP155532.1,2049531,2049205
gene_OGC1209_group_961,CP137100.1,1442314,1442994
gene_OGC1209_group_961,CP137100.1,206934,206245
gene_OGC1209_group_961,CP137100.1,1249534,1249860
gene_OGC1209_group_961,CP026670.1,311234,311914
gene_OGC1209_group_961,CP026670.1,1303052,1302363
gene_OGC1209_group_961,CP026670.1,1713360,1712704
gene_OGC1209_group_961,CP026670.1,1721370,1720723
gene_OGC1209_group_961,CP026670.1,1710026,1709358
gene_OGC1209_group_961,CP026670.1,1717760,1717521
gene_OGC1209_group_961,CP026670.1,139483,139809
gene_OGC1209_group_961,FM211187.1,311234,311914
gene_OGC1209_group_961,FM211187.1,1303052,1302363
gene_OGC1209_group_961,FM211187.1,1713360,1712704
gene_OGC1209_group_961,FM211187.1,1721370,1720723
gene_OGC1209_group_961,FM211187.1,1710026,1709358
gene_OGC1209_group_961,FM211187.1,1717760,1717521
gene_OGC1209_group_961,FM211187.1,139483,139809
gene_OGC1210_group_650,MK606435.1,12786,14009
gene_OGC1210_group_650,MH256136.1,9871,11094
gene_OGC1210_group_650,MH256135.1,9850,11073
gene_OGC1210_group_650,MH256134.1,9864,11087
gene_OGC1210_group_650,MH256133.1,9844,11067
gene_OGC1210_group_650,MH256132.1,9832,11055
gene_OGC1210_group_650,MH256131.1,9845,11068
gene_OGC1210_group_650,MH256130.1,9880,11103
gene_OGC1210_group_650,MH256129.1,9857,11080
gene_OGC1210_group_650,MH256128.1,9818,11041
gene_OGC1210_group_650,MH256127.1,10133,11356
gene_OGC1210_group_650,CP137099.1,1382344,1383567
gene_OGC1210_group_650,CP035260.1,320498,321721
gene_OGC1210_group_650,MG209121.1,10959,12182
gene_OGC1210_group_650,KX840355.1,10802,12025
gene_OGC1210_group_650,KX840354.1,10808,12031
gene_OGC1210_group_650,KX840353.1,10802,12025
gene_OGC1210_group_650,KX840352.1,10808,12031
gene_OGC1210_group_650,KU985236.1,10803,12026
gene_OGC1210_group_650,KU985235.1,10808,12031
gene_OGC1210_group_650,KU985234.1,10758,11981
gene_OGC1210_group_650,KU985233.1,10809,12032
gene_OGC1210_group_650,CP035261.1,363318,364541
gene_OGC1210_group_650,CR931702.1,10959,12182
gene_OGC1210_group_650,CR931698.1,10959,12182
gene_OGC1210_group_650,AJ006986.1,11287,12510
gene_OGC1210_group_650,CR931709.1,11358,12581
gene_OGC1210_group_650,AJ131984.1,11654,12877
gene_OGC1210_group_650,AY163217.1,11,547
gene_OGC1210_group_650,AY163216.1,11,547
gene_OGC1210_group_650,OR509589.1,14174,15112
gene_OGC1210_group_650,OR509588.1,14174,15112
gene_OGC1210_group_650,OR509587.1,14174,15112
gene_OGC1210_group_650,OR509586.1,14174,15112
gene_OGC1210_group_650,OR509585.1,14174,15112
gene_OGC1210_group_650,OR509584.1,14174,15112
gene_OGC1210_group_650,OR509583.1,14174,15112
gene_OGC1210_group_650,OR509582.1,14174,15112
gene_OGC1210_group_650,OR509581.1,14174,15112
gene_OGC1210_group_650,OR509579.1,14174,15112
gene_OGC1210_group_650,OR509578.1,14174,15112
gene_OGC1210_group_650,OR509577.1,14174,15112
gene_OGC1210_group_650,OR509576.1,14174,15112
gene_OGC1210_group_650,OR509575.1,14174,15112
gene_OGC1210_group_650,OR509574.1,14174,15112
gene_OGC1210_group_650,OR509573.1,14174,15112
gene_OGC1210_group_650,OR509571.1,14174,15112
gene_OGC1210_group_650,OR509580.1,14174,15112
gene_OGC1210_group_650,OR509572.1,14174,15112
gene_OGC1210_group_650,OR509570.1,14174,15112
gene_OGC1210_group_650,EU071710.1,192,1115
gene_OGC1210_group_650,CR931701.1,12586,13512
gene_OGC1210_group_650,CR931699.1,12618,13544
gene_OGC1210_group_650,CR931700.1,10696,11667
gene_OGC1210_group_650,HE651321.1,12299,13477
gene_OGC1210_group_650,AY163205.1,44,139
gene_OGC1210_group_650,AY163198.1,44,139
gene_OGC1210_group_650,AY163199.1,44,139
gene_OGC3491_group_796,KC522520.1,1,690
gene_OGC3491_group_796,KC522518.1,1,690
gene_OGC3491_group_796,KC522519.1,1,690
gene_OGC3491_group_796,AF359247.1,189,878
gene_OGC3491_group_796,KC522517.1,1,690
gene_OGC3491_group_796,AF402095.1,3459,4148
gene_OGC3491_group_796,CR931645.1,4425,5114
gene_OGC3491_group_796,CR931648.1,4742,5431
gene_OGC3491_group_796,AP026915.1,356004,356693
gene_OGC3491_group_796,CP083627.1,1239290,1239979
gene_OGC3491_group_796,CP099641.1,1820963,1820274
gene_OGC3491_group_796,CP145437.1,1060999,1060310
gene_OGC3491_group_796,LS483448.1,354353,355042
gene_OGC3491_group_796,CP038253.1,329778,330467
gene_OGC3491_group_796,CP156625.1,1800388,1799699
gene_OGC3491_group_796,CP155534.1,1802559,1801870
gene_OGC3491_group_796,LR216062.1,288098,288787
gene_OGC3491_group_796,CP139863.1,734375,733686
gene_OGC3491_group_796,CP131713.1,329458,330147
gene_OGC3491_group_796,CP131714.1,329215,329904
gene_OGC3491_group_796,CR931709.1,4476,5165
gene_OGC3491_group_796,CR931663.1,4091,4780
gene_OGC3491_group_796,CR931666.1,4442,5131
gene_OGC3491_group_796,CP025838.1,323041,323730
gene_OGC3491_group_796,CP131707.1,305706,306395
gene_OGC3491_group_796,OR509589.1,5903,6592
gene_OGC3491_group_796,OR509588.1,5903,6592
gene_OGC3491_group_796,OR509587.1,5903,6592
gene_OGC3491_group_796,OR509586.1,5903,6592
gene_OGC3491_group_796,OR509585.1,5903,6592
gene_OGC3491_group_796,OR509584.1,5903,6592
gene_OGC3491_group_796,OR509583.1,5903,6592
gene_OGC3491_group_796,OR509582.1,5903,6592
gene_OGC3491_group_796,OR509581.1,5903,6592
gene_OGC3491_group_796,OR509580.1,5903,6592
gene_OGC3491_group_796,OR509579.1,5903,6592
gene_OGC3491_group_796,OR509578.1,5903,6592
gene_OGC3491_group_796,OR509577.1,5903,6592
gene_OGC3491_group_796,OR509576.1,5903,6592
gene_OGC3491_group_796,OR509575.1,5903,6592
gene_OGC3491_group_796,OR509574.1,5903,6592
gene_OGC3491_group_796,OR509573.1,5903,6592
gene_OGC3491_group_796,OR509572.1,5903,6592
gene_OGC3491_group_796,OR509571.1,5903,6592
gene_OGC3491_group_796,OR509570.1,5903,6592
gene_OGC3491_group_796,AJ131984.1,4789,5478
gene_OGC3491_group_796,CR931680.1,4445,5134
gene_OGC3491_group_796,LR536835.1,365964,366653
gene_OGC3491_group_796,AP028610.1,319282,319971
gene_OGC3491_group_796,AP028605.1,319282,319971
gene_OGC3491_group_796,CP038251.1,318324,319013
gene_OGC3491_group_796,CP035244.1,319515,320204
gene_OGC3491_group_796,CP035234.1,322765,323454
gene_OGC3491_group_796,CP035235.1,356535,357224
gene_OGC3491_group_796,CP139825.1,501719,502408
gene_OGC3491_group_796,AY078347.1,3108,3797
gene_OGC3491_group_796,CP137101.1,1428276,1428965
gene_OGC3491_group_796,JF911502.1,2890,3579
gene_OGC3491_group_796,JF911489.1,2890,3579
gene_OGC3491_group_796,JF911499.1,2890,3579
gene_OGC3491_group_796,JF911497.1,2890,3579
gene_OGC3491_group_796,JF911494.1,2890,3579
gene_OGC3491_group_796,JF911501.1,2890,3579
gene_OGC3491_group_796,JF911505.1,2890,3579
gene_OGC3491_group_796,JF911503.1,2890,3579
gene_OGC3491_group_796,JF911500.1,2890,3579
gene_OGC3491_group_796,JF911498.1,3043,3732
gene_OGC3491_group_796,AF316640.1,4093,4782
gene_OGC3491_group_796,CR931639.1,4096,4785
gene_OGC3491_group_796,CR931638.1,4198,4887
gene_OGC3491_group_796,CP139860.1,1352442,1353131
gene_OGC3491_group_796,LR216021.1,352941,353630
gene_OGC3491_group_796,CP155538.1,221645,222334
gene_OGC3491_group_796,CP035255.1,330330,331019
gene_OGC3491_group_796,CP035256.1,370185,370874
gene_OGC3491_group_796,AP026917.1,318161,318850
gene_OGC3491_group_796,LR536837.1,385369,386058
gene_OGC3491_group_796,CP113267.1,1740516,1739827
gene_OGC3491_group_796,CP137113.1,1422899,1423588
gene_OGC3491_group_796,LR216055.1,309522,310211
gene_OGC3491_group_796,AF316641.1,4450,5139
gene_OGC3491_group_796,CR931644.1,4457,5146
gene_OGC3491_group_796,LS483523.1,167348,166659
gene_OGC3491_group_796,CP035254.1,361638,362327
gene_OGC3491_group_796,CP035253.1,322233,322922
gene_OGC3491_group_796,JF911492.1,2890,3579
gene_OGC3491_group_796,CP035241.1,310464,311153
gene_OGC3491_group_796,CP053210.1,337512,338201
gene_OGC3491_group_796,LT594600.1,3225,3914
gene_OGC3491_group_796,KC832411.1,4045,4734
gene_OGC3491_group_796,JF911510.1,2890,3579
gene_OGC3491_group_796,JF911509.1,2890,3579
gene_OGC3491_group_796,JF911515.1,2890,3579
gene_OGC3491_group_796,CR931681.1,4425,5114
gene_OGC3491_group_796,CR931682.1,4425,5114
gene_OGC3491_group_796,AP026919.1,352554,353243
gene_OGC3491_group_796,CR931713.1,4473,5162
gene_OGC3491_group_796,CR931714.1,4787,5476
gene_OGC3491_group_796,CP139862.1,710220,709531
gene_OGC3491_group_796,KX021817.1,3366,4055
gene_OGC3536_wecH,MG209121.1,13630,14628
gene_OGC3536_wecH,KX840354.1,13479,14477
gene_OGC3536_wecH,KX840352.1,13479,14477
gene_OGC3536_wecH,KU985236.1,13474,14472
gene_OGC3536_wecH,KU985235.1,13479,14477
gene_OGC3536_wecH,KU985234.1,13429,14427
gene_OGC3536_wecH,KU985233.1,13480,14478
gene_OGC3536_wecH,CP035261.1,365989,366987
gene_OGC3536_wecH,CR931702.1,13630,14628
gene_OGC3536_wecH,CR931698.1,13630,14628
gene_OGC3536_wecH,AJ006986.1,13958,14956
gene_OGC3536_wecH,KY379102.1,2360,3358
gene_OGC3536_wecH,KY379100.1,3017,4015
gene_OGC3536_wecH,KY379101.1,2659,3657
gene_OGC3536_wecH,LR216069.1,433929,434927
gene_OGC3536_wecH,KX470741.1,15320,16318
gene_OGC3536_wecH,KY091875.1,566,1564
gene_OGC3536_wecH,KY091873.1,566,1564
gene_OGC3536_wecH,KY091870.1,556,1554
gene_OGC3536_wecH,KY091869.1,566,1564
gene_OGC3536_wecH,KY124244.1,566,1564
gene_OGC3536_wecH,KX470740.1,15320,16318
gene_OGC3536_wecH,KY084477.1,15274,16272
gene_OGC3536_wecH,CR931715.1,15940,16938
gene_OGC3536_wecH,CR931706.1,16071,17069
gene_OGC3536_wecH,CP137102.1,685016,684018
gene_OGC3536_wecH,JQ653094.1,14167,15165
gene_OGC3536_wecH,JQ653093.1,13747,14745
gene_OGC3536_wecH,CR931679.1,14945,15943
gene_OGC3536_wecH,CR931704.1,15745,16743
gene_OGC3536_wecH,LR536831.1,387002,388000
gene_OGC3536_wecH,CR931661.1,15237,16235
gene_OGC3536_wecH,LR216037.1,370063,371061
gene_OGC3536_wecH,CR931701.1,15105,16103
gene_OGC3536_wecH,MH256132.1,12503,13501
gene_OGC3536_wecH,MH256131.1,12516,13514
gene_OGC3536_wecH,MH256134.1,12535,13533
gene_OGC3536_wecH,MH256128.1,12489,13487
gene_OGC3536_wecH,MH256133.1,12515,13513
gene_OGC3536_wecH,MH256129.1,12528,13526
gene_OGC3536_wecH,MH256136.1,12542,13540
gene_OGC3536_wecH,MH256135.1,12521,13519
gene_OGC3536_wecH,MH256130.1,12551,13549
gene_OGC3536_wecH,MH256127.1,12804,13802
gene_OGC3536_wecH,MK606435.1,15457,16455
gene_OGC3536_wecH,CP035260.1,323169,324167
gene_OGC3536_wecH,CP137099.1,1385015,1386013
gene_OGC3536_wecH,CR931699.1,15137,16135
gene_OGC3536_wecH,AJ131984.1,14325,15323
gene_OGC3536_wecH,KY311871.1,2724,3722
gene_OGC3536_wecH,CR931651.1,13173,14171
gene_OGC3536_wecH,CR931652.1,13266,14264
gene_OGC3536_wecH,OR509589.1,17611,18609
gene_OGC3536_wecH,OR509588.1,17611,18609
gene_OGC3536_wecH,OR509587.1,17611,18609
gene_OGC3536_wecH,OR509586.1,17611,18609
gene_OGC3536_wecH,OR509585.1,17611,18609
gene_OGC3536_wecH,OR509584.1,17611,18609
gene_OGC3536_wecH,OR509583.1,17611,18609
gene_OGC3536_wecH,OR509582.1,17611,18609
gene_OGC3536_wecH,OR509581.1,17611,18609
gene_OGC3536_wecH,OR509580.1,17611,18609
gene_OGC3536_wecH,OR509579.1,17611,18609
gene_OGC3536_wecH,OR509577.1,17611,18609
gene_OGC3536_wecH,OR509576.1,17611,18609
gene_OGC3536_wecH,OR509575.1,17611,18609
gene_OGC3536_wecH,OR509574.1,17611,18609
gene_OGC3536_wecH,OR509573.1,17611,18609
gene_OGC3536_wecH,OR509572.1,17611,18609
gene_OGC3536_wecH,OR509571.1,17611,18609
gene_OGC3536_wecH,OR509570.1,17611,18609
gene_OGC3536_wecH,OR509578.1,17611,18609
gene_OGC3536_wecH,CR931667.1,14631,15629
gene_OGC3536_wecH,CR931721.1,12394,13392
gene_OGC3536_wecH,KX021817.1,13108,14106
gene_OGC3536_wecH,CR931705.1,13867,14865
gene_OGC3536_wecH,AP025939.1,308403,309401
gene_OGC3536_wecH,AP028602.1,309452,310450
gene_OGC3536_wecH,LR216049.1,382196,383194
gene_OGC3536_wecH,CP082820.1,308504,309502
gene_OGC3536_wecH,KY009533.1,15073,15762
gene_OGC3536_wecH,KY009533.1,14765,15079
gene_OGC3536_wecH,KY084476.1,12693,13691
gene_OGC3536_wecH,CR931707.1,12658,13656
gene_OGC3536_wecH,CP035242.1,1945323,1944325
gene_OGC3536_wecH,CP035243.1,363987,364985
gene_OGC3536_wecH,CR931709.1,14029,14934
gene_OGC3536_wecH,CR931709.1,14928,15011
gene_OGC3536_wecH,KX840353.1,14871,15650
gene_OGC3536_wecH,KX840353.1,13473,13538
gene_OGC3536_wecH,AP025938.1,342232,343137
gene_OGC3536_wecH,AP025938.1,343134,343214
gene_OGC3536_wecH,AP025937.1,308881,309723
gene_OGC3536_wecH,AP025937.1,308724,308885
gene_OGC3536_wecH,AP025936.1,309580,310422
gene_OGC3536_wecH,AP025936.1,309423,309584
gene_OGC3536_wecH,AP025940.1,342385,343233
gene_OGC3536_wecH,AP025940.1,342236,342394
gene_OGC3536_wecH,MK606434.1,14053,14724
gene_OGC3536_wecH,MK606434.1,13731,14054
gene_OGC3545_group_849,MK606435.1,14040,15455
gene_OGC3545_group_849,MH256136.1,11125,12540
gene_OGC3545_group_849,MH256135.1,11104,12519
gene_OGC3545_group_849,MH256134.1,11118,12533
gene_OGC3545_group_849,MH256133.1,11098,12513
gene_OGC3545_group_849,MH256132.1,11086,12501
gene_OGC3545_group_849,MH256131.1,11099,12514
gene_OGC3545_group_849,MH256130.1,11134,12549
gene_OGC3545_group_849,MH256129.1,11111,12526
gene_OGC3545_group_849,MH256128.1,11072,12487
gene_OGC3545_group_849,MH256127.1,11387,12802
gene_OGC3545_group_849,MG209121.1,12213,13628
gene_OGC3545_group_849,KX840355.1,12056,13471
gene_OGC3545_group_849,KX840354.1,12062,13477
gene_OGC3545_group_849,KX840353.1,12056,13471
gene_OGC3545_group_849,KX840352.1,12062,13477
gene_OGC3545_group_849,KU985236.1,12057,13472
gene_OGC3545_group_849,KU985235.1,12062,13477
gene_OGC3545_group_849,KU985234.1,12012,13427
gene_OGC3545_group_849,KU985233.1,12063,13478
gene_OGC3545_group_849,CP137099.1,1383598,1385013
gene_OGC3545_group_849,CP035261.1,364572,365987
gene_OGC3545_group_849,CP035260.1,321752,323167
gene_OGC3545_group_849,CR931709.1,12612,14027
gene_OGC3545_group_849,CR931702.1,12213,13628
gene_OGC3545_group_849,CR931698.1,12213,13628
gene_OGC3545_group_849,AJ006986.1,12541,13956
gene_OGC3545_group_849,AJ131984.1,12908,14323
gene_OGC3545_group_849,CR931651.1,11756,13171
gene_OGC3545_group_849,LR216039.1,382937,384346
gene_OGC3545_group_849,CR931703.1,11765,13174
gene_OGC3545_group_849,HE651321.1,13653,15062
gene_OGC3545_group_849,CR931652.1,11849,13264
gene_OGC3545_group_849,CR931699.1,13720,15135
gene_OGC3545_group_849,LR216048.1,350779,352188
gene_OGC3545_group_849,AP026927.1,330814,332223
gene_OGC3545_group_849,CR931650.1,12772,14181
gene_OGC3545_group_849,OR509589.1,16194,17609
gene_OGC3545_group_849,OR509588.1,16194,17609
gene_OGC3545_group_849,OR509587.1,16194,17609
gene_OGC3545_group_849,OR509586.1,16194,17609
gene_OGC3545_group_849,OR509585.1,16194,17609
gene_OGC3545_group_849,OR509584.1,16194,17609
gene_OGC3545_group_849,OR509583.1,16194,17609
gene_OGC3545_group_849,OR509582.1,16194,17609
gene_OGC3545_group_849,OR509581.1,16194,17609
gene_OGC3545_group_849,OR509580.1,16194,17609
gene_OGC3545_group_849,OR509579.1,16194,17609
gene_OGC3545_group_849,OR509578.1,16194,17609
gene_OGC3545_group_849,OR509577.1,16194,17609
gene_OGC3545_group_849,OR509576.1,16194,17609
gene_OGC3545_group_849,OR509575.1,16194,17609
gene_OGC3545_group_849,OR509574.1,16194,17609
gene_OGC3545_group_849,OR509573.1,16194,17609
gene_OGC3545_group_849,OR509572.1,16194,17609
gene_OGC3545_group_849,OR509571.1,16194,17609
